age,tenure_years,dependents,num_products,income,credit_score,is_active,has_mortgage,balance,spending_score,city,job_type,target_tier,income_per_dependent,balance_to_income,tenure_per_age
69,10.7,1,1,1297.57,589.0,1,0,812.81,58.4,La Libertad,Clerk,Silver,648.785,0.6259269812178011,0.15285714285714286
71,10.0,0,1,1110.51,568.0,0,0,275.01,38.1,San Salvador,Technician,Gold,1110.51,0.2474201761567597,0.1388888888888889
59,4.3,4,4,1909.02,569.0,1,0,1063.39,72.3,San Salvador,Manager,Platinum,381.804,0.556742861331295,0.07166666666666667
70,9.2,1,4,449.07,632.0,1,0,228.54,62.8,San Miguel,Student,Silver,224.535,0.5077876774723932,0.1295774647887324
58,8.7,0,1,1393.61,545.0,0,0,392.69,49.5,La Libertad,Technician,Gold,1393.61,0.28157692831687714,0.14745762711864405
68,10.9,2,3,816.4,559.0,1,0,322.62,48.8,San Salvador,Technician,Gold,272.1333333333333,0.39469048201614876,0.15797101449275364
53,6.5,3,2,1341.5,581.0,0,0,658.18,32.0,San Salvador,Professional,Gold,335.375,0.49026443202979514,0.12037037037037036
56,9.4,2,1,1251.92,535.0,0,1,452.66,33.7,San Salvador,Professional,Gold,417.3066666666667,0.36128404048143536,0.1649122807017544
59,7.8,2,1,365.49,595.0,0,1,149.97,16.4,San Salvador,Clerk,Gold,121.83,0.4092062539223444,0.13
39,5.6,1,1,753.68,555.0,1,0,359.08,40.0,San Salvador,Clerk,Gold,376.84,0.4758043144114062,0.13999999999999999
51,6.4,0,3,1821.68,608.0,0,1,615.47,70.3,San Miguel,Self-Employed,Platinum,1821.68,0.3376730967586192,0.12307692307692308
32,1.7,0,2,896.74,486.0,1,1,455.6,42.0,San Salvador,Clerk,Silver,896.74,0.5074966025798116,0.051515151515151514
59,7.7,0,1,765.72,592.0,1,0,561.46,39.0,La Libertad,Self-Employed,Platinum,765.72,0.7322881886477463,0.12833333333333333
48,10.6,1,1,303.9,502.0,0,0,112.81,20.1,Sonsonate,Student,Silver,151.95,0.36999016070842905,0.21632653061224488
53,5.7,0,4,781.55,572.0,0,1,195.96,53.2,San Salvador,Student,Silver,781.55,0.2504121142419015,0.10555555555555556
25,2.4,1,1,1453.96,577.0,1,0,1085.13,53.3,San Salvador,Clerk,Gold,726.98,0.745814317919393,0.0923076923076923
57,9.1,0,3,678.32,589.0,0,0,307.02,20.3,San Salvador,Technician,Gold,678.32,0.45195195195195187,0.1568965517241379
18,0.0,1,2,561.73,472.0,1,1,346.46,46.3,San Miguel,Student,Silver,280.865,0.6156771453450144,0.0
41,3.3,0,2,560.22,526.0,0,0,220.22,32.8,La Unión,Technician,Silver,560.22,0.3923951391611133,0.07857142857142857
38,3.3,0,3,563.62,606.0,1,0,239.29,41.2,San Salvador,Student,Silver,563.62,0.4238071623392724,0.0846153846153846
39,5.5,0,1,910.07,583.0,0,0,676.43,50.4,La Unión,Clerk,Silver,910.07,0.742456671825436,0.1375
27,2.0,0,2,1138.77,559.0,1,0,725.94,63.4,Santa Ana,Professional,Gold,1138.77,0.6369179746791019,0.07142857142857142
59,7.2,0,2,342.87,512.0,0,0,83.99,28.8,San Salvador,Student,Silver,342.87,0.24424928025125772,0.12000000000000001
69,11.8,0,1,386.26,484.0,0,0,263.45,29.0,La Libertad,Student,Silver,386.26,0.680292310075918,0.1685714285714286
23,2.5,0,3,2876.75,580.0,0,0,895.23,100.0,San Salvador,Manager,Platinum,2876.75,0.31108678655199373,0.10416666666666667
50,6.0,0,1,299.02,570.0,1,0,217.07,38.7,San Salvador,Student,Silver,299.02,0.7235184321045264,0.11764705882352941
66,9.7,1,1,393.51,525.0,1,0,202.83,44.3,Sonsonate,Clerk,Silver,196.755,0.5141314542090188,0.14477611940298507
33,1.6,0,2,182.72,573.0,0,0,72.72,11.6,San Salvador,Student,Silver,182.72,0.3958197256694971,0.047058823529411764
43,7.8,3,1,2433.83,609.0,1,0,1475.93,83.4,San Salvador,Manager,Platinum,608.4575,0.6061737369754767,0.17727272727272728
72,11.8,1,3,2794.64,560.0,1,0,1504.85,100.0,San Salvador,Professional,Platinum,1397.32,0.538284614614185,0.16164383561643836
27,1.3,3,1,1389.51,503.0,0,1,749.23,46.2,San Salvador,Self-Employed,Gold,347.3775,0.5388166931557486,0.04642857142857143
63,7.6,0,2,1986.75,560.0,0,0,821.68,58.0,San Salvador,Manager,Platinum,1986.75,0.4133719029052949,0.11875
51,7.8,0,1,1437.64,506.0,0,0,578.64,42.1,Santa Ana,Manager,Platinum,1437.64,0.40221320135683697,0.15
36,4.1,1,1,756.71,500.0,1,0,397.66,49.4,La Libertad,Clerk,Silver,378.355,0.5248182022145675,0.1108108108108108
45,6.5,2,3,1653.06,589.0,1,0,1124.13,67.0,San Salvador,Manager,Platinum,551.02,0.6796186353578468,0.14130434782608695
66,11.3,4,1,626.73,511.0,1,0,482.02,26.7,Sonsonate,Self-Employed,Silver,125.346,0.7678779092922116,0.16865671641791047
70,9.9,1,3,1249.52,641.0,1,1,619.96,77.9,San Salvador,Technician,Platinum,624.76,0.49576176310654774,0.13943661971830987
32,0.1,0,2,407.39,522.0,1,0,300.61,54.4,San Miguel,Technician,Silver,407.39,0.7360856044467299,0.0030303030303030303
52,7.8,0,2,1253.05,587.0,1,0,910.39,50.1,San Miguel,Technician,Gold,1253.05,0.7259598899565408,0.1471698113207547
21,0.0,2,2,850.36,522.0,1,1,566.07,54.6,San Miguel,Professional,Gold,283.4533333333333,0.6649008644991543,0.0
24,0.5,0,2,3330.42,601.0,1,1,1844.5,100.0,San Miguel,Manager,Gold,3330.42,0.5536678053202538,0.02
31,1.5,0,1,733.82,518.0,1,0,384.85,55.6,Sonsonate,Clerk,Silver,733.82,0.5237337034920116,0.046875
61,9.7,0,2,1263.8,554.0,0,0,614.76,66.3,San Salvador,Technician,Silver,1263.8,0.4860531309297913,0.1564516129032258
32,2.7,3,3,650.28,485.0,0,0,262.87,35.1,San Salvador,Clerk,Silver,162.57,0.4036205625844491,0.08181818181818182
38,2.8,0,2,2216.4,569.0,1,0,1553.43,82.8,San Salvador,Manager,Platinum,2216.4,0.7005637232795165,0.07179487179487179
63,9.0,1,2,1004.6,590.0,1,1,544.52,40.0,San Miguel,Clerk,Silver,502.3,0.5414876690533015,0.140625
34,3.8,0,1,1046.5,508.0,0,0,213.96,38.2,La Libertad,Self-Employed,Silver,1046.5,0.20425775656324582,0.10857142857142857
66,11.0,3,3,1566.43,621.0,1,1,719.02,77.3,La Libertad,Professional,Gold,391.6075,0.4587254295247634,0.16417910447761194
55,7.5,1,2,558.65,564.0,0,1,163.38,30.9,Sonsonate,Clerk,Silver,279.325,0.2919324577861163,0.13392857142857142
67,6.2,0,2,1687.16,572.0,0,0,317.75,56.7,San Salvador,Technician,Silver,1687.16,0.1882226803146621,0.0911764705882353
72,11.9,0,2,593.16,540.0,1,0,273.01,45.9,Santa Ana,Clerk,Silver,593.16,0.4594890265248418,0.16301369863013698
46,8.6,2,2,1547.32,556.0,1,0,781.58,83.9,La Unión,Technician,Silver,515.7733333333333,0.5047922909992767,0.1829787234042553
70,12.5,3,3,830.2,534.0,0,0,275.05,36.3,Santa Ana,Clerk,Silver,207.55,0.33090712223291624,0.176056338028169
57,10.1,1,1,904.68,525.0,0,0,393.87,31.2,Sonsonate,Professional,Gold,452.34,0.4348887024114478,0.17413793103448275
42,1.3,0,5,1185.65,582.0,1,0,614.7,67.1,Santa Ana,Professional,Platinum,1185.65,0.5180128934395146,0.030232558139534883
58,8.6,1,2,1135.71,537.0,0,0,396.84,57.7,Santa Ana,Clerk,Silver,567.855,0.3491127904214795,0.14576271186440679
33,2.8,0,2,1613.47,572.0,0,0,614.87,61.2,San Salvador,Technician,Silver,1613.47,0.3808494428512143,0.08235294117647059
58,5.5,0,4,707.62,516.0,1,0,540.22,55.4,San Miguel,Technician,Gold,707.62,0.7623549998588807,0.09322033898305085
62,10.3,2,3,753.66,597.0,0,0,0.0,42.5,San Salvador,Clerk,Silver,251.22,0.0,0.1634920634920635
39,6.5,1,3,1512.15,587.0,1,0,811.2,55.3,Santa Ana,Self-Employed,Gold,756.075,0.5361001883488088,0.1625
28,0.0,3,2,975.88,532.0,0,0,595.59,28.5,San Salvador,Clerk,Silver,243.97,0.6096859389075424,0.0
60,8.1,2,1,778.38,596.0,1,0,535.64,33.1,San Miguel,Clerk,Silver,259.46,0.6872642356745104,0.13278688524590163
38,3.1,1,1,458.3,537.0,0,0,248.7,24.0,Sonsonate,Clerk,Silver,229.15,0.5414761593729588,0.0794871794871795
73,13.2,3,1,1645.98,603.0,0,0,604.28,59.2,La Libertad,Professional,Gold,411.495,0.3669018445882767,0.17837837837837836
47,1.7,2,2,695.56,617.0,0,0,315.19,35.7,San Salvador,Student,Silver,231.85333333333332,0.45249511886987487,0.035416666666666666
74,10.0,1,4,1183.27,629.0,1,0,942.72,59.1,La Libertad,Self-Employed,Gold,591.635,0.7960346880356676,0.13333333333333333
50,5.7,0,2,780.18,513.0,1,1,535.9,44.5,Sonsonate,Professional,Gold,780.18,0.6860134668066259,0.11176470588235295
26,0.0,0,2,1150.43,565.0,0,0,495.88,25.2,La Unión,Technician,Silver,1150.43,0.43066447808377406,0.0
36,4.6,0,3,591.28,469.0,0,0,224.7,37.9,San Miguel,Student,Silver,591.28,0.37938137367461333,0.12432432432432432
36,4.5,0,2,2134.88,598.0,1,0,1265.04,65.9,San Salvador,Manager,Platinum,2134.88,0.5922804651946738,0.12162162162162163
70,10.9,1,1,1452.41,595.0,1,0,598.08,42.6,La Unión,Self-Employed,Gold,726.205,0.41150122814622164,0.1535211267605634
73,14.1,3,2,2186.89,543.0,0,0,1065.07,60.4,La Libertad,Manager,Platinum,546.7225,0.48680235295193086,0.19054054054054054
50,9.5,0,1,266.05,535.0,0,0,114.91,29.0,Santa Ana,Student,Silver,266.05,0.43029395244336266,0.18627450980392157
42,7.4,0,4,2843.03,563.0,0,0,1164.93,75.9,San Salvador,Self-Employed,Platinum,2843.03,0.40960538390945245,0.17209302325581396
41,7.1,0,2,2782.27,546.0,0,0,762.7,79.9,San Miguel,Manager,Platinum,2782.27,0.2740301875132488,0.16904761904761903
46,4.3,0,5,1153.98,547.0,1,0,661.93,73.4,San Salvador,Technician,Gold,1153.98,0.5731094910734384,0.09148936170212765
65,7.7,0,2,2373.06,614.0,1,0,1509.39,79.0,La Unión,Professional,Gold,2373.06,0.6357842682998746,0.11666666666666667
67,11.7,2,1,1226.48,568.0,0,1,277.31,32.7,San Salvador,Technician,Gold,408.82666666666665,0.2259181412324437,0.17205882352941176
67,9.0,2,4,892.94,529.0,1,0,315.53,67.8,Santa Ana,Clerk,Silver,297.6466666666667,0.3529655234132044,0.1323529411764706
20,1.3,3,2,1407.81,550.0,0,0,367.38,57.2,Santa Ana,Self-Employed,Gold,351.9525,0.2607732767371044,0.06190476190476191
32,3.3,0,2,2480.5,602.0,0,1,1310.94,76.3,San Salvador,Professional,Platinum,2480.5,0.528285311303647,0.09999999999999999
69,12.6,0,1,1449.02,584.0,1,1,778.92,66.3,La Libertad,Self-Employed,Platinum,1449.02,0.5371787975338271,0.18
70,11.4,0,5,1041.63,559.0,0,0,495.68,61.2,San Salvador,Clerk,Gold,1041.63,0.47541313793004225,0.16056338028169015
23,0.0,1,1,1798.66,479.0,0,0,229.6,61.1,Santa Ana,Professional,Gold,899.33,0.12757965393463208,0.0
71,11.8,0,1,939.36,569.0,0,0,287.66,41.6,La Libertad,Technician,Gold,939.36,0.30590412182568383,0.1638888888888889
30,0.0,1,1,578.51,512.0,0,0,145.19,31.0,La Libertad,Clerk,Silver,289.255,0.25053924867560523,0.0
54,3.3,1,5,831.65,580.0,0,1,332.09,29.2,San Salvador,Clerk,Silver,415.825,0.3988350447366841,0.06
25,1.9,0,5,2123.21,600.0,1,0,1017.38,100.0,San Salvador,Manager,Platinum,2123.21,0.47894511371286264,0.07307692307692307
44,5.0,1,2,1422.12,564.0,0,1,430.44,42.6,Santa Ana,Manager,Gold,711.06,0.30246219573893984,0.1111111111111111
30,3.4,0,2,600.27,563.0,0,0,303.77,38.8,San Miguel,Clerk,Silver,600.27,0.5052139637766727,0.10967741935483871
52,5.5,0,2,935.0,569.0,1,1,576.3,59.7,Santa Ana,Professional,Gold,935.0,0.6157051282051281,0.10377358490566038
29,2.5,1,2,556.59,526.0,1,0,362.89,56.3,Santa Ana,Clerk,Silver,278.295,0.6508187019135924,0.08333333333333333
22,0.0,0,1,2134.58,516.0,0,0,816.17,56.7,San Salvador,Technician,Gold,2134.58,0.38217720712874254,0.0
39,6.7,4,3,990.17,535.0,1,0,529.41,59.4,San Salvador,Technician,Silver,198.034,0.5341263355428433,0.1675
70,8.4,1,2,428.64,536.0,1,0,169.32,48.4,Sonsonate,Clerk,Silver,214.32,0.39409738385625176,0.11830985915492959
58,9.4,0,3,543.39,513.0,0,0,207.73,27.5,Sonsonate,Clerk,Silver,543.39,0.38158305626481015,0.1593220338983051
40,6.8,2,1,1522.16,567.0,0,0,610.91,23.3,Santa Ana,Professional,Gold,507.3866666666667,0.40108064812626376,0.16585365853658537
66,8.0,0,2,2248.18,544.0,0,1,816.48,77.3,San Salvador,Technician,Gold,2248.18,0.3630122978152038,0.11940298507462686
22,4.5,0,1,787.64,529.0,1,1,330.88,56.3,Santa Ana,Self-Employed,Gold,787.64,0.4195577196185839,0.1956521739130435
67,9.0,0,3,1327.37,552.0,0,1,774.58,52.0,San Salvador,Professional,Platinum,1327.37,0.5831056106355911,0.1323529411764706
59,7.4,0,1,2474.68,559.0,1,1,1323.57,83.1,Sonsonate,Manager,Platinum,2474.68,0.5346288696438958,0.12333333333333334
45,5.2,0,2,851.47,545.0,0,1,331.39,36.7,Sonsonate,Technician,Gold,851.47,0.38874095276080095,0.11304347826086956
18,0.6,2,2,805.17,539.0,1,0,427.82,39.2,San Salvador,Clerk,Silver,268.39,0.5306821141942767,0.031578947368421054
46,8.5,0,1,861.44,530.0,0,0,468.57,35.4,San Salvador,Clerk,Silver,861.44,0.5433073605120355,0.18085106382978725
22,0.5,0,1,1144.68,575.0,0,1,591.92,34.6,San Salvador,Clerk,Silver,1144.68,0.5166538649535646,0.021739130434782608
51,7.7,0,4,2493.2,550.0,1,1,1527.58,91.2,Santa Ana,Manager,Platinum,2493.2,0.6124528907064389,0.14807692307692308
23,0.0,1,1,1204.18,578.0,0,0,383.37,40.3,Santa Ana,Technician,Gold,602.09,0.3181018603030253,0.0
57,8.0,1,1,1403.66,600.0,0,0,674.21,45.6,La Libertad,Manager,Platinum,701.83,0.479980920649837,0.13793103448275862
73,13.0,0,2,1127.15,508.0,1,0,748.75,59.6,La Unión,Manager,Platinum,1127.15,0.6636972033860745,0.17567567567567569
28,0.7,1,3,2047.04,525.0,0,0,440.13,65.6,San Salvador,Manager,Platinum,1023.52,0.2149030292377102,0.02413793103448276
68,10.7,0,2,457.95,594.0,0,0,247.12,26.2,La Libertad,Technician,Gold,457.95,0.5384464538620765,0.15507246376811593
48,7.2,4,2,412.57,509.0,1,0,221.98,47.2,San Salvador,Student,Silver,82.514,0.5367410595546098,0.1469387755102041
58,8.0,1,4,624.69,572.0,0,1,229.86,49.6,San Miguel,Clerk,Silver,312.345,0.36737042305294954,0.13559322033898305
58,9.6,0,3,2887.98,585.0,1,1,1698.32,100.0,San Miguel,Manager,Platinum,2887.98,0.5878614597539615,0.16271186440677965
66,10.4,0,1,979.46,510.0,0,1,225.24,48.0,San Miguel,Technician,Gold,979.46,0.22972890275992902,0.15522388059701492
27,1.3,0,1,855.16,590.0,1,0,582.53,36.9,La Libertad,Professional,Platinum,855.16,0.6803985236404411,0.04642857142857143
58,8.2,3,3,927.02,514.0,0,0,357.74,42.9,San Salvador,Clerk,Silver,231.755,0.38548738173746255,0.13898305084745763
39,0.6,0,2,1755.93,632.0,0,1,675.92,46.2,San Salvador,Technician,Platinum,1755.93,0.3847165225706203,0.015
32,0.8,0,2,1821.9,554.0,0,0,609.99,57.4,La Libertad,Technician,Silver,1821.9,0.3346261451533271,0.024242424242424242
47,4.7,2,5,3057.32,523.0,1,0,2307.71,100.0,Sonsonate,Professional,Platinum,1019.1066666666667,0.7545678673258521,0.09791666666666667
61,7.5,0,1,1096.73,476.0,1,0,442.3,47.6,San Salvador,Clerk,Silver,1096.73,0.4029223943957075,0.12096774193548387
40,6.2,0,4,260.78,520.0,1,0,152.23,44.2,San Salvador,Student,Silver,260.78,0.581518832607533,0.15121951219512195
53,2.8,0,1,1057.63,544.0,1,1,506.01,65.8,Santa Ana,Clerk,Silver,1057.63,0.47798569849711414,0.05185185185185185
73,10.6,0,2,2604.94,588.0,0,0,960.24,83.9,San Salvador,Manager,Platinum,2604.94,0.36848123901548,0.14324324324324325
22,0.0,1,2,687.09,533.0,0,1,410.03,53.0,San Salvador,Clerk,Silver,343.545,0.5958958857126248,0.0
55,6.9,3,1,1800.01,618.0,0,1,643.41,53.1,San Salvador,Technician,Gold,450.0025,0.35724954331180836,0.12321428571428572
49,6.7,1,3,3995.52,586.0,1,1,1865.76,100.0,San Salvador,Professional,Platinum,1997.76,0.4668461561558556,0.134
22,0.0,2,3,987.17,530.0,1,0,680.93,53.5,San Salvador,Technician,Silver,329.0566666666667,0.6890818381452584,0.0
43,0.0,0,2,559.29,499.0,0,0,224.28,23.4,La Unión,Clerk,Silver,559.29,0.4002927055631905,0.0
47,8.5,0,5,386.97,628.0,1,1,177.53,66.0,La Libertad,Student,Silver,386.97,0.45758692682423896,0.17708333333333334
18,0.3,4,1,1487.14,519.0,1,1,813.94,56.9,Santa Ana,Professional,Gold,297.428,0.5469512277070706,0.015789473684210527
57,11.4,3,1,528.81,576.0,0,0,138.81,20.7,Santa Ana,Clerk,Silver,132.2025,0.26199958475679963,0.19655172413793104
49,6.9,1,1,1476.59,612.0,1,1,1009.83,49.7,San Miguel,Professional,Gold,738.295,0.6834304509369988,0.138
51,8.9,1,2,1865.01,555.0,0,0,1056.25,54.0,San Salvador,Manager,Platinum,932.505,0.5660473416541176,0.17115384615384616
60,8.4,1,3,1266.35,594.0,1,1,944.02,59.8,La Libertad,Clerk,Silver,633.175,0.7448771057718863,0.1377049180327869
56,6.3,1,2,3587.78,618.0,1,1,2346.62,100.0,San Salvador,Manager,Platinum,1793.89,0.6538768049309235,0.11052631578947368
25,3.1,2,1,1353.32,563.0,1,1,922.02,53.0,Santa Ana,Technician,Gold,451.1066666666666,0.6807992202729045,0.11923076923076924
45,4.5,0,2,1076.0,545.0,1,0,662.74,64.6,San Salvador,Professional,Platinum,1076.0,0.6153574744661096,0.09782608695652174
32,5.0,1,2,1217.77,495.0,0,1,313.59,54.0,Santa Ana,Manager,Gold,608.885,0.25730039301919144,0.15151515151515152
19,1.6,0,3,667.39,578.0,1,0,369.63,75.7,La Libertad,Clerk,Silver,667.39,0.5530154550486991,0.08
65,7.7,1,2,713.01,559.0,0,0,332.41,42.3,San Salvador,Technician,Gold,356.505,0.46555370372963967,0.11666666666666667
34,2.8,2,2,1000.4,551.0,1,1,560.27,44.7,San Salvador,Clerk,Silver,333.46666666666664,0.5594867185939685,0.08
67,10.0,1,3,1682.59,619.0,0,0,640.77,46.7,La Libertad,Professional,Platinum,841.295,0.38059741385966894,0.14705882352941177
70,12.1,2,3,1489.56,561.0,0,0,714.22,44.9,Sonsonate,Professional,Gold,496.52,0.4791621940747102,0.1704225352112676
29,4.4,3,2,859.86,504.0,0,0,476.93,27.9,Santa Ana,Professional,Silver,214.965,0.5540157516901703,0.14666666666666667
18,0.2,4,2,358.84,483.0,1,0,209.47,64.5,La Unión,Technician,Silver,71.768,0.582119831036016,0.010526315789473684
43,2.6,2,2,1913.5,538.0,0,0,452.31,63.0,San Salvador,Professional,Gold,637.8333333333334,0.23625489683990597,0.05909090909090909
38,4.5,0,3,853.98,563.0,0,0,275.88,43.5,La Libertad,Technician,Gold,853.98,0.32267421460151113,0.11538461538461539
34,7.0,0,2,900.82,516.0,1,0,403.57,57.2,San Miguel,Clerk,Silver,900.82,0.4475061542214632,0.2
60,7.1,0,3,1135.0,560.0,1,1,618.24,49.7,Sonsonate,Manager,Platinum,1135.0,0.5442253521126761,0.11639344262295082
52,7.8,0,1,1527.5,535.0,1,1,1025.56,70.0,La Libertad,Professional,Gold,1527.5,0.6709584560026169,0.1471698113207547
58,8.2,1,2,842.39,598.0,0,0,275.89,57.6,San Salvador,Clerk,Gold,421.195,0.32712031207389225,0.13898305084745763
30,2.0,0,2,2361.5,623.0,0,1,663.94,63.0,San Salvador,Manager,Platinum,2361.5,0.28103280423280425,0.06451612903225806
22,0.9,4,4,784.12,512.0,0,1,338.3,46.7,San Salvador,Technician,Silver,156.824,0.4308895455471775,0.0391304347826087
63,11.6,4,1,640.96,554.0,1,0,287.1,53.2,San Salvador,Clerk,Silver,128.192,0.44722412611377654,0.18125
27,2.1,1,2,976.89,516.0,0,0,483.24,48.6,San Miguel,Technician,Silver,488.445,0.4941660104919776,0.075
33,0.0,1,2,470.17,543.0,1,0,274.18,41.1,San Salvador,Clerk,Gold,235.085,0.581913109917864,0.0
18,0.4,0,1,972.63,563.0,0,0,461.25,36.6,La Libertad,Technician,Silver,972.63,0.4737425921551308,0.021052631578947368
70,11.6,1,1,1195.55,604.0,0,0,694.56,35.6,La Unión,Technician,Silver,597.775,0.5804688479378212,0.16338028169014085
72,9.2,0,3,2565.09,609.0,1,0,1394.63,87.1,Sonsonate,Manager,Platinum,2565.09,0.5434844452065204,0.12602739726027395
42,5.1,1,1,784.3,590.0,1,0,611.48,34.0,Sonsonate,Professional,Gold,392.15,0.7786578377690055,0.11860465116279069
46,5.5,2,3,696.12,540.0,0,0,361.67,55.3,Santa Ana,Self-Employed,Gold,232.04,0.5188059444571953,0.11702127659574468
64,7.0,0,3,2102.54,576.0,0,1,1122.4,86.6,Santa Ana,Professional,Gold,2102.54,0.5335767325555968,0.1076923076923077
61,11.1,0,2,2603.87,616.0,1,1,1318.49,59.9,San Salvador,Professional,Platinum,2603.87,0.5061634553739727,0.17903225806451611
68,12.8,1,1,1407.93,548.0,0,1,799.83,30.0,La Libertad,Professional,Platinum,703.965,0.5676861164145841,0.1855072463768116
51,1.9,0,1,445.62,498.0,1,0,277.68,40.3,Santa Ana,Clerk,Silver,445.62,0.6217365993462004,0.036538461538461534
36,1.8,2,2,197.36,506.0,1,0,81.4,27.5,La Unión,Student,Silver,65.78666666666668,0.4103649929421254,0.04864864864864865
39,4.2,3,1,1506.41,506.0,0,1,806.31,50.4,San Miguel,Technician,Silver,376.6025,0.5348976058272135,0.10500000000000001
71,8.0,0,2,551.35,621.0,1,0,501.47,35.6,San Miguel,Technician,Gold,551.35,0.9078844935276545,0.1111111111111111
50,6.9,1,4,883.38,439.0,0,0,326.76,47.9,San Salvador,Clerk,Silver,441.69,0.36947918315656164,0.13529411764705884
47,4.3,0,4,978.08,578.0,0,1,449.68,54.4,Santa Ana,Manager,Platinum,978.08,0.45928831147607957,0.08958333333333333
70,10.5,1,1,861.68,574.0,1,0,336.17,71.5,La Libertad,Technician,Gold,430.84,0.3896809941113739,0.14788732394366197
30,2.5,0,2,1407.26,624.0,0,0,765.18,52.7,La Libertad,Professional,Gold,1407.26,0.5433513697754676,0.08064516129032258
56,3.7,2,1,4733.37,588.0,0,0,703.16,100.0,San Salvador,Professional,Gold,1577.79,0.1485224010797635,0.0649122807017544
24,1.3,0,4,848.47,533.0,1,0,480.42,56.2,San Salvador,Technician,Gold,848.47,0.5655526387041332,0.052000000000000005
62,8.4,1,1,1933.71,530.0,1,0,1264.85,74.0,San Salvador,Manager,Gold,966.855,0.6537672312646339,0.13333333333333333
23,0.1,1,3,473.56,479.0,1,0,384.84,46.0,San Salvador,Technician,Gold,236.78,0.8109406608226567,0.004166666666666667
74,13.4,2,3,877.68,539.0,1,0,501.24,56.3,San Salvador,Self-Employed,Platinum,292.56,0.5704465789593481,0.17866666666666667
24,4.4,1,2,1486.69,504.0,0,0,357.96,55.0,La Unión,Self-Employed,Silver,743.345,0.24061464417990305,0.17600000000000002
57,11.2,0,1,425.94,557.0,1,1,215.77,38.7,San Salvador,Student,Silver,425.94,0.5053871738417577,0.19310344827586207
40,2.2,0,4,1728.48,514.0,0,0,446.04,65.5,San Salvador,Professional,Platinum,1728.48,0.25790410990586765,0.05365853658536586
65,8.6,2,1,570.57,605.0,0,1,220.03,17.3,Sonsonate,Technician,Silver,190.19000000000003,0.38495722308728586,0.1303030303030303
63,11.0,0,2,842.72,495.0,1,1,477.11,52.4,Santa Ana,Clerk,Silver,842.72,0.5654838097947186,0.171875
63,7.8,1,1,1530.41,505.0,0,1,471.58,31.4,Santa Ana,Manager,Gold,765.205,0.3079384358205836,0.121875
60,7.0,1,4,980.9,589.0,0,0,575.64,71.4,Santa Ana,Self-Employed,Gold,490.45,0.5862511457378552,0.11475409836065574
30,2.6,2,1,631.66,510.0,1,0,355.19,35.6,Santa Ana,Technician,Silver,210.5533333333333,0.5614231972939652,0.08387096774193549
73,9.5,0,4,1813.68,529.0,1,0,1019.48,88.2,San Miguel,Manager,Platinum,1813.68,0.5617960191328498,0.12837837837837837
61,9.2,0,1,2138.2,551.0,0,0,807.92,57.9,San Salvador,Manager,Platinum,2138.2,0.37767389678384444,0.14838709677419354
37,7.3,1,3,1054.51,589.0,1,1,682.44,47.0,La Libertad,Self-Employed,Gold,527.255,0.6465500090003885,0.19210526315789472
44,5.2,1,4,1778.07,556.0,1,1,1400.62,76.8,San Salvador,Clerk,Gold,889.035,0.787276498395229,0.11555555555555556
74,9.6,1,3,2366.11,634.0,0,0,962.92,72.0,San Salvador,Professional,Platinum,1183.055,0.4067914038637832,0.128
59,3.6,0,3,1264.32,580.0,1,0,682.09,60.3,San Salvador,Professional,Platinum,1264.32,0.5390652167040749,0.060000000000000005
53,10.3,0,1,1131.2,546.0,1,0,595.59,44.8,Santa Ana,Technician,Gold,1131.2,0.5260466348701643,0.19074074074074077
68,10.1,1,3,1020.74,560.0,0,0,556.09,42.8,San Salvador,Technician,Platinum,510.37,0.5442578346741833,0.1463768115942029
64,7.2,1,3,961.59,569.0,0,1,733.59,33.3,La Libertad,Technician,Silver,480.795,0.7621001672570876,0.11076923076923077
65,10.3,2,3,618.77,511.0,1,0,453.45,56.1,La Libertad,Professional,Gold,206.25666666666666,0.7316423834648337,0.15606060606060607
26,2.1,1,1,1955.89,499.0,0,0,439.46,60.5,San Salvador,Professional,Gold,977.945,0.22457061970780165,0.07777777777777778
37,2.8,1,1,1067.66,488.0,1,0,488.29,60.4,Santa Ana,Technician,Silver,533.83,0.45691800946980327,0.07368421052631578
57,6.4,2,2,1441.84,584.0,0,0,763.19,49.5,San Salvador,Professional,Gold,480.6133333333333,0.528949848909096,0.11034482758620691
49,3.5,0,1,515.87,551.0,0,1,277.46,19.0,La Libertad,Student,Silver,515.87,0.5368080948787896,0.07
55,7.2,1,2,2707.98,582.0,1,0,1392.98,87.0,San Salvador,Professional,Platinum,1353.99,0.5142082998028779,0.1285714285714286
53,7.7,0,1,336.25,536.0,0,0,198.73,26.1,San Miguel,Student,Silver,336.25,0.5892661230541141,0.1425925925925926
71,10.9,0,2,551.5,517.0,0,1,225.42,50.0,Santa Ana,Technician,Silver,551.5,0.408,0.1513888888888889
30,5.0,4,1,438.26,480.0,1,0,195.97,36.1,San Miguel,Student,Silver,87.652,0.44613668442380366,0.16129032258064516
74,12.1,0,3,783.42,617.0,0,0,452.19,32.3,San Miguel,Professional,Gold,783.42,0.5764641391091507,0.16133333333333333
43,3.0,0,1,1616.99,559.0,1,0,948.65,48.6,San Salvador,Professional,Platinum,1616.99,0.5863138832749275,0.06818181818181818
36,0.1,2,3,726.87,542.0,0,0,287.33,38.8,Santa Ana,Professional,Silver,242.29,0.3947545578193908,0.002702702702702703
